Specimen_ID,Latitude,Longitude,Country,Species,Sex,ddRADseq data,mtDNA data,mtHaplotype,Population_assignment,Subpopulation_assignment,Date_collected
Pr_372,39.69,-119.83,USA,Pieris rapae,F,Yes,Yes,Pra3,5,5.2,28-Jul-14
Pr_373,39.69,-119.83,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.2,28-Jul-14
Pr_374,39.69,-119.83,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.2,28-Jul-14
Pr_375,39.69,-119.83,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.2,28-Jul-14
Pr_377,39.69,-119.83,USA,Pieris rapae,F,Yes,Yes,Pra3,5,5.2,28-Jul-14
Pr_340,38.94,-95.34,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,28-Jul-14
Pr_376,39.69,-119.83,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,28-Jul-14
Pr_744,38.29,-85.63,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.6,9-Aug-14
Pr_747,38.29,-85.63,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.6,12-Aug-14
Pr_256,39.04,-108.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,14-Aug-14
Pr_257,39.04,-108.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,14-Aug-14
Pr_261,39.04,-108.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,14-Aug-14
Pr_748,38.29,-85.63,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.6,14-Aug-14
Pr_255,39.04,-108.53,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,14-Aug-14
Pr_1452,38.15,-121.67,USA,?,?,Yes,No,NA,NA,NA,16-Aug-14
Pr_1453,38.15,-121.67,USA,Colias spp,?,Yes,Yes,Colias_1,NA,NA,16-Aug-14
Pr_88,38.15,-121.67,USA,Pieris rapae,F,Yes,Yes,Pra3,5,5.1,16-Aug-14
Pr_92,38.12,-121.33,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.1,16-Aug-14
Pr_95,38.12,-121.33,USA,Pieris rapae,F,Yes,Yes,Pra3,5,5.1,16-Aug-14
Pr_115,37.75,-122.42,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.1,17-Aug-14
Pr_116,37.75,-122.42,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,17-Aug-14
Pr_750,38.29,-85.63,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.6,19-Aug-14
Pr_773,45.19,-70.16,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,19-Aug-14
Pr_751,38.29,-85.63,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.6,21-Aug-14
Pr_752,38.29,-85.63,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,23-Aug-14
Pr_475,37.71,-122.4,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,26-Aug-14
Pr_514,44.89,-68.66,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,29-Aug-14
Pr_518,44.89,-68.66,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,29-Aug-14
Pr_544,44.9,-67.13,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,29-Aug-14
Pr_487,44.7,-69.56,USA,Pieris rapae,F,Yes,No,NA,4,4.1,30-Aug-14
Pr_473,42.31,-84.04,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.3,31-Aug-14
Pr_474,42.31,-84.04,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.3,31-Aug-14
Pr_540,43.59,-70.21,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,31-Aug-14
Pr_570,43.75,-70.3,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.1,31-Aug-14
Pr_909,42.06,-87.84,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.3,1-Sep-14
Pr_908,42.06,-87.84,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,1-Sep-14
Pr_496,44.39,-73.09,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,2-Sep-14
Pr_507,44.39,-73.09,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,2-Sep-14
Pr_568,41.68,-86.22,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,5-Sep-14
Pr_531,41.68,-85.59,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.3,6-Sep-14
Pr_538,41.68,-85.67,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.3,6-Sep-14
Pr_589,45,-67.44,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,6-Sep-14
Pr_590,45,-67.44,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,6-Sep-14
Pr_525,41.62,-85.79,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,6-Sep-14
Pr_593,37.35,-122.03,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,9-Sep-14
Pr_759,43.75,-70.48,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,12-Sep-14
Pr_1014,44.24,-69.36,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,14-Sep-14
Pr_1016,44.24,-69.36,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,14-Sep-14
Pr_905,38.92,-77.4,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,19-Sep-14
Pr_906,38.92,-77.4,USA,Pieris rapae,F,No,Yes,Pra3,NA,NA,19-Sep-14
Pr_1022,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,21-Sep-14
Pr_1023,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,21-Sep-14
Pr_1024,35.92,-79.07,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,21-Sep-14
Pr_614,39.32,-77.28,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.2,21-Sep-14
Pr_615,39.32,-77.28,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,21-Sep-14
Pr_761,43.7,-70.1,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.1,26-Sep-14
Pr_1046,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,2-Oct-14
Pr_1048,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,2-Oct-14
Pr_1049,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,2-Oct-14
Pr_1027,36.23,-79.18,USA,Pieris rapae,F,Yes,No,NA,NA,NA,3-Oct-14
Pr_1026,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,3-Oct-14
Pr_1030,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,3-Oct-14
Pr_1032,35.92,-79.07,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,3-Oct-14
Pr_1033,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.2,3-Oct-14
Pr_1050,36.23,-79.18,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.2,6-Oct-14
Pr_1038,36.23,-79.18,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,6-Oct-14
Pr_763,37.71,-122.49,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,11-Oct-14
Pr_764,37.71,-122.49,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,11-Oct-14
Pr_765,37.71,-122.48,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,11-Oct-14
Pr_766,37.71,-122.48,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.1,11-Oct-14
Pr_768,37.7,-122.47,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,18-Oct-14
Pr_769,37.72,-122.48,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,18-Oct-14
Pr_771,37.7,-122.47,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,18-Oct-14
Pr_772,37.71,-122.47,USA,Pieris rapae,M,Yes,Yes,Pra2,5,5.1,18-Oct-14
Pr_767,37.7,-122.47,USA,Pieris rapae,M,No,Yes,Pra2,NA,NA,18-Oct-14
Pr_770,37.71,-122.47,USA,Pieris rapae,F,Yes,Yes,Pra31,NA,NA,18-Oct-14
Pr_1141,40.41,-80.1,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,1-Dec-14
Pr_1150,39.16,-108.75,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,22-Mar-15
Pr_1149,39.16,-108.75,USA,Pieris rapae,M,Yes,Yes,Pra52,4,4.4,13-Apr-15
Pr_1143,39.07,-108.46,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.4,20-Apr-15
Pr_1146,39.07,-108.46,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,20-Apr-15
Pr_1206,32.68,-117.18,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.7,22-Jun-15
Pr_1207,32.68,-117.18,USA,Pieris rapae,M,Yes,Yes,Pra5,4,4.7,22-Jun-15
Pr_1205,32.68,-117.18,USA,Pieris rapae,"M
",No,Yes,Pra3,NA,NA,22-Jun-15
Pr_1230,34.01,-118.28,USA,Pieris rapae,F,Yes,Yes,Pra5,4,4.7,11-Jul-15
Pr_1231,34.01,-118.28,USA,Pieris rapae,F,Yes,Yes,Pra2,4,4.7,11-Jul-15
Pr_1468,47.36,-122.1,USA,Pieris rapae,F,Yes,Yes,Pra2,4,4.8,22-Jul-15
Pr_1488,43.32,-91.82,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,23-Jul-15
Pr_1491,43.44,-92.01,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,27-Jul-15
Pr_1353,43.12,-73.7,USA,Pieris oleracea,F,Yes,Yes,Pol_1,NA,NA,28-Jul-15
Pr_1354,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra36,4,4.1,28-Jul-15
Pr_1478,43.32,-91.81,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,28-Jul-15
Pr_1352,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra5,4,4.1,30-Jul-15
Pr_1497,43.44,-92.39,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,30-Jul-15
Pr_1350,43.12,-73.7,USA,Pieris rapae,M,No,Yes,Pra5,NA,NA,2-Aug-15
Pr_1466,47.36,-122.1,USA,Pieris rapae,F,Yes,Yes,Pra2,4,4.8,3-Aug-15
Pr_1347,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra2,4,4.1,8-Aug-15
Pr_1348,43.12,-73.7,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.1,8-Aug-15
Pr_1349,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra5,4,4.1,8-Aug-15
Pr_1355,43.12,-73.7,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.1,8-Aug-15
Pr_1356,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra5,4,4.1,8-Aug-15
Pr_1346,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,8-Aug-15
Pr_1351,43.12,-73.7,USA,Pieris rapae,F,Yes,Yes,Pra2,NA,NA,8-Aug-15
Pr_1427,40.48,-96.71,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,22-Aug-15
Pr_1428,40.48,-96.71,USA,Pieris rapae,F,Yes,Yes,Pra5,NA,NA,22-Aug-15
Pr_1429,40.48,-96.71,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,22-Aug-15
Pr_1430,40.48,-96.71,USA,Pieris rapae,M,Yes,Yes,Pra54,NA,NA,22-Aug-15
Pr_1431,40.48,-96.71,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,22-Aug-15
Pr_1844,29.63,-82.42,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.9,24-Aug-15
Pr_1432,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra35,4,4.1,25-Aug-15
Pr_1434,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,25-Aug-15
Pr_1435,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra5,4,4.1,25-Aug-15
Pr_1436,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,25-Aug-15
Pr_1437,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,25-Aug-15
Pr_1438,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra35,4,4.1,25-Aug-15
Pr_1439,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.1,25-Aug-15
Pr_1440,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra27,4,4.1,25-Aug-15
Pr_1209,38.23,-122.64,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.1,25-Aug-15
Pr_1433,45.11,-64.39,USA,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,25-Aug-15
Pr_1472,43.41,-91.56,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,14-Sep-15
Pr_1459,35.63,-86.25,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.6,19-Sep-15
Pr_1460,35.63,-86.25,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.6,19-Sep-15
Pr_1461,35.63,-86.25,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.6,19-Sep-15
Pr_1496,43.44,-92.39,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,22-Sep-15
Pr_1800,45.45,-99.34,USA,Pieris rapae,M,Yes,Yes,Pra2,4,4.4,22-Sep-15
Pr_1801,45.45,-99.34,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,22-Sep-15
Pr_1802,45.45,-99.34,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,22-Sep-15
Pr_1803,45.45,-99.34,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,22-Sep-15
Pr_1804,45.45,-99.34,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.4,22-Sep-15
Pr_1806,45.45,-99.34,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.4,22-Sep-15
Pr_1805,45.45,-99.34,USA,Pieris rapae,F,No,Yes,Pra55,NA,NA,22-Sep-15
Pr_2081,20.2,-155.74,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.3,3-May-16
Pr_2083,20.2,-155.74,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.3,3-May-16
Pr_2084,20.2,-155.74,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.3,3-May-16
Pr_2087,42.32,-83.24,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,4-May-16
Pr_2082,19.49,-155.39,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.3,4-May-16
Pr_2076,19.22,-155.48,USA,Pieris rapae,M,Yes,Yes,Pra3,5,5.3,5-May-16
Pr_2078,20.93,-156.67,USA,Pieris rapae,F,Yes,Yes,Pra1,5,5.3,10-May-16
Pr_2080,20.93,-156.67,USA,Pieris rapae,F,Yes,Yes,Pra3,5,5.3,10-May-16
Pr_1873,45.53,-84.47,USA,Pieris rapae,F,No,Yes,Pra3,NA,NA,25-May-16
Pr_1872,45.53,-84.47,USA,Pieris rapae,F,No,Yes,Pra3,NA,NA,27-May-16
Pr_1834,30.98,-84.53,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1835,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1836,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1837,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1838,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1839,30.98,-84.53,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1840,30.98,-84.53,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1841,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1842,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1843,30.98,-84.53,USA,Pieris rapae,M,Yes,Yes,Pra3,4,4.9,5-Jun-16
Pr_1870,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,28-Jun-16
Pr_1871,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,28-Jun-16
Pr_1874,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,29-Jun-16
Pr_1868,45.53,-84.47,USA,Pieris rapae,F,Yes,Yes,Pra4,4,NA,4-Jul-16
Pr_1869,45.53,-84.47,USA,Pieris rapae,F,No,Yes,Pra3,NA,NA,4-Jul-16
Pr_1866,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,5-Jul-16
Pr_1867,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,5-Jul-16
Pr_1864,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,6-Jul-16
Pr_1865,45.53,-84.47,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,9-Jul-16
Pr_1860,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,10-Aug-16
Pr_1861,45.53,-84.47,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,10-Aug-16
Pr_1875,40.68,-99.83,USA,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,12-Aug-16
Pr_1876,35.27,-86.46,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,16-Aug-16
Pr_1859,45.53,-84.47,USA,Pieris rapae,F,No,Yes,Pra3,NA,NA,16-Aug-16
Pr_1856,40.75,-89.57,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,20-Aug-16
Pr_1899,40.02,-105.23,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,12-Sep-16
Pr_1902,40.58,-105.08,USA,Pieris rapae,F,No,Yes,Pra14,NA,NA,15-Sep-16
Pr_1877,37.35,-122.02,USA,Pieris rapae,M,Yes,Yes,Pra3,5,NA,20-Sep-16
Pr_1895,37.24,-80.46,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,21-Sep-16
Pr_1896,37.24,-80.46,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,22-Sep-16
Pr_1897,37.24,-80.46,USA,Pieris rapae,M,No,Yes,Pra3,NA,NA,23-Sep-16
Pr_1901,40.58,-105.08,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,1-Oct-16
Pr_1142,33.61,-117.64,USA,Pieris rapae,F,Yes,Yes,Pra3,4,4.7,4/?/15
Pr_63,33.87,-83.11,USA,Pieris rapae,F,Yes,Yes,Pra3,4,NA,5/?/2014
Pr_1454,38.85,-79.49,USA,Pieris virginiensis,M,Yes,No,NA,NA,NA,5/?/2015
Pr_1455,38.85,-79.49,USA,Pieris virginiensis,F,Yes,No,NA,NA,NA,5/?/2015
Pr_1456,38.85,-79.49,USA,Pieris virginiensis,M,Yes,No,NA,NA,NA,5/?/2015
Pr_1457,38.85,-79.49,USA,Pieris virginiensis,F,Yes,No,NA,NA,NA,5/?/2015
Pr_1458,38.85,-79.49,USA,Pieris virginiensis,M,Yes,No,NA,NA,NA,5/?/2015
Pr_347,38.96,-95.24,USA,Pieris rapae,M,Yes,Yes,Pra3,4,NA,7/29/2014-08/04/2014
